TITLE,PX,PY,DEPTH_TYPE,DEPTH_FLAT,Mglob,Nglob,TOTAL_TIME,PLOT_INTV,PLOT_INTV_STATION,SCREEN_INTV,DX,DY,WAVEMAKER,Tperiod,Xc_WK,AMP_WK,DEP_WK,Yc_WK,Theta_WK,Delta_WK,PERIODIC,DIFFUSION_SPONGE,FRICTION_SPONGE,DIRECT_SPONGE,Csp,Sponge_south_width,Sponge_north_width,Sponge_west_width,Sponge_east_width,Cd,Cd_regional,FRICTION_MATRIX,CFL,FroudeCap,MinDepth,VISCOSITY_BREAKING,Cbrk1,Cbrk2,FIELD_IO_TYPE,DEPTH_OUT,ETA,MASK,U,V,STATIONS_FILE,NumberStations,PI_1,PI_2,PI_3,PI_4,PI_5,PI_6,PI_7,EPSILON,TAU_1,k,L,kh,failed_checks,COMBO_NUM
DYNAMIC,32,1,FLAT,7.0,7630,3,400.0,1.0,0.1,25.0,0.08921757754125112,0.08921757754125112,WK_REG,2.0,31.22615213943789,0.35000000000000003,7.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980921711550312,24.980921711550312,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.0060774185564914,6.245230427887578,7.04254192989544,filter_kh,399
DYNAMIC,32,1,FLAT,7.0,7630,3,400.0,1.0,0.1,25.0,0.08921757754125112,0.08921757754125112,WK_REG,2.0,31.22615213943789,0.35000000000000003,7.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980921711550312,24.980921711550312,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.0060774185564914,6.245230427887578,7.04254192989544,filter_kh,400
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,501
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,502
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,503
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,504
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,505
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,506
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,507
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,508
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,509
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,510
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,511
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,512
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,513
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,514
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,515
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,516
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,517
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,518
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,519
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,520
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,521
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,522
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,523
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,524
DYNAMIC,32,1,FLAT,9.0,7631,3,400.0,1.0,0.1,25.0,0.08921771137719502,0.08921771137719502,WK_REG,2.0,31.226198982018257,0.45,9.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.980959185614605,24.980959185614605,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.006075909334624,6.245239796403651,9.054683184011617,filter_kh,525
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,626
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,627
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,628
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,629
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,0.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,630
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,631
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,632
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,633
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,634
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,1.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,635
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,636
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,637
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,638
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,639
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,2.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,640
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,641
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,642
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,643
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,644
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,5.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,4.375,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,645
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.028,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,646
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.442,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,647
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,0.966,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,648
DYNAMIC,32,1,FLAT,11.0,7630,3,400.0,1.0,0.1,25.0,0.08921771376968196,0.08921771376968196,WK_REG,2.0,31.226199819388686,0.55,11.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,24.98095985551095,24.98095985551095,0.0,10.0,T,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,1.333,25.0,0.05,2,1.0060758823554137,6.245239963877737,11.06683470590955,filter_kh,649
